Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
2446,84,79,95,130,130,134,130,46,85,130,95,97,130,85,84,130,130,130,131,97
2447,82,84,82,80,81,81,82,89,82,81,82,81,79,89,82,81,82,76,82,82
2448,116,26,115,26,116,26,116,26,115,115,116,115,116,115,116,26,115,115,115,115
2449,12,12,12,12,12,12,12,104,12,12,12,104,12,12,12,12,12,12,12,12
2450,33,9,33,28,33,63,33,28,57,33,33,145,33,32,33,27,33,32,33,33
2451,42,42,42,42,42,42,42,42,42,42,42,42,42,126,42,42,42,42,42,42
2452,31,118,31,24,31,24,31,40,31,31,31,118,31,41,31,40,31,37,31,31
2453,53,53,51,53,151,53,151,53,53,53,53,53,53,53,53,53,53,53,53,53
2454,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2455,16,12,16,71,16,126,16,126,42,16,16,128,16,126,16,12,16,71,16,16
2456,98,134,146,81,89,134,146,134,146,77,146,77,77,134,146,94,146,89,98,98
2457,56,27,56,124,124,124,46,109,124,9,44,127,97,112,56,93,56,122,99,56
2458,71,128,71,128,71,137,128,128,128,71,128,128,128,128,128,126,29,128,128,128
2459,20,20,20,20,20,20,61,20,20,20,20,60,20,20,20,60,20,20,20,20
2460,8,48,8,48,8,48,8,48,102,8,8,102,8,48,8,28,8,8,8,8
2461,68,6,68,28,1,54,28,65,142,68,68,63,68,122,68,60,142,6,42,63
2462,80,80,80,80,80,80,80,80,82,80,80,80,80,80,80,80,82,80,80,80
2463,46,21,46,6,46,21,46,21,6,46,46,21,46,21,46,21,46,21,46,46
2464,29,63,100,58,6,149,66,17,29,71,128,102,71,58,29,139,71,58,23,128
2465,71,29,71,71,29,4,29,71,29,29,71,29,29,4,29,29,29,71,29,29
2466,35,35,35,145,35,35,35,35,35,35,35,35,35,145,35,35,35,35,35,35
2467,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2468,33,33,33,38,33,33,33,33,33,33,33,33,33,33,33,33,33,8,33,33
2469,66,65,66,65,66,138,59,103,72,66,4,15,66,17,4,54,54,17,5,7
2470,128,128,122,124,128,124,128,128,122,122,128,124,124,124,128,128,122,6,124,124
2471,48,102,8,8,48,28,28,57,28,8,8,102,48,100,8,32,28,8,8,8
2472,30,3,30,16,5,68,3,54,68,3,30,66,5,16,3,125,3,35,30,3
2473,133,133,133,123,132,94,133,131,133,133,133,133,133,133,133,88,133,131,82,82
2474,90,76,90,76,90,76,76,76,90,86,86,74,90,76,90,74,76,76,76,90
2475,83,83,83,83,83,83,83,83,76,83,83,83,83,80,80,98,83,83,80,80
2476,124,127,124,124,124,124,124,124,124,124,97,127,124,127,124,123,124,123,10,10
2477,46,12,46,136,46,46,46,12,53,46,12,112,46,112,12,130,46,122,12,46
2478,47,42,42,42,47,42,42,28,42,102,42,47,42,8,47,42,42,47,42,42
2479,115,39,115,38,115,72,115,38,115,115,115,72,115,72,115,31,115,38,116,115
2480,25,56,25,25,25,56,25,56,56,25,25,30,25,117,25,56,25,56,25,25
2481,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
2482,26,129,39,129,26,2,39,129,19,39,26,69,39,19,26,19,129,129,26,26
2483,11,69,11,11,11,69,11,11,11,11,11,11,11,69,11,69,11,11,11,11
2484,17,5,17,5,17,17,17,5,17,17,17,149,17,17,17,17,17,17,5,17
2485,133,4,133,47,97,7,132,89,47,132,133,123,133,132,133,88,133,47,133,133
2486,132,132,132,131,132,93,132,93,132,132,132,132,132,132,132,87,132,131,132,132
2487,85,85,84,84,85,84,84,84,84,84,85,85,84,75,85,85,84,85,85,84
2488,89,134,89,74,134,94,79,89,134,146,94,94,146,92,89,89,134,89,74,134
2489,106,111,55,117,111,111,111,111,110,104,106,101,104,114,114,37,104,55,111,111
2490,10,53,10,46,10,141,9,53,9,10,10,46,9,46,10,53,10,127,10,10
2491,153,19,49,5,139,54,139,23,128,5,5,144,139,143,145,111,139,54,17,17
2492,106,114,106,120,106,114,106,106,106,106,106,106,106,106,106,106,106,120,106,106
2493,72,57,48,68,48,8,8,24,150,30,48,72,48,8,72,32,147,42,147,48
2494,6,18,4,21,50,54,122,36,122,6,55,38,143,57,6,42,4,118,4,124
2495,29,29,29,29,29,29,29,50,29,29,29,29,29,17,29,29,29,108,29,29
2496,26,26,39,26,26,26,26,129,99,39,39,129,26,129,39,56,39,39,39,26
2497,124,53,53,124,124,122,124,122,54,123,36,53,50,53,124,122,123,122,122,122
2498,118,69,5,17,118,3,5,115,39,5,5,72,17,17,118,116,118,17,118,118
2499,153,105,153,110,114,116,139,99,73,139,106,101,139,116,119,119,153,101,11,139
2500,27,67,27,42,48,45,53,52,44,27,2,47,42,110,34,72,27,110,42,42
2501,90,90,90,74,90,90,90,83,90,90,90,90,90,90,90,90,90,90,90,90
2502,133,133,133,123,133,133,133,131,133,133,88,47,47,133,133,88,133,132,14,76
2503,136,53,137,151,71,67,151,67,3,137,53,55,137,2,71,136,71,69,151,71
2504,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
2505,36,41,36,24,36,36,36,47,24,36,24,38,36,41,36,36,36,24,36,36
2506,67,29,70,29,67,29,70,63,67,67,37,67,67,3,67,63,70,3,2,67
2507,8,60,8,141,51,128,10,51,32,44,28,141,8,141,8,6,28,141,8,44
2508,147,45,45,125,45,72,68,45,150,45,45,125,45,125,45,56,45,125,126,9
2509,127,127,127,127,141,30,32,127,30,30,141,127,30,127,30,127,30,127,30,32
2510,122,122,123,123,123,123,123,123,123,122,123,123,122,123,123,122,123,123,122,122
2511,19,19,19,19,19,19,19,19,19,19,19,72,19,19,19,19,19,19,19,19
2512,142,34,47,93,142,142,88,88,47,142,142,142,88,88,47,20,143,88,122,88
2513,50,50,50,50,50,50,50,50,50,121,50,63,121,50,50,50,50,50,50,50
2514,113,113,113,140,113,140,113,113,113,113,113,140,113,113,113,113,113,113,113,113
2515,46,124,127,9,128,122,10,124,128,142,46,142,142,46,46,46,142,25,127,127
2516,29,63,29,29,29,63,29,63,29,29,29,10,29,63,29,63,51,71,29,29
2517,51,51,51,52,49,53,51,51,51,51,51,51,51,52,51,51,51,51,51,51
2518,127,127,127,10,127,124,127,124,127,127,127,127,127,112,127,123,127,135,127,127
2519,31,37,31,2,31,24,31,24,31,31,31,67,31,24,31,37,37,37,31,31
2520,126,128,126,126,129,128,129,126,126,126,126,136,9,126,129,128,126,42,42,42
2521,79,148,148,148,148,148,148,148,97,135,79,148,148,148,131,148,148,148,148,148
2522,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
2523,150,42,150,150,150,150,150,150,150,150,150,145,150,150,150,150,150,57,150,150
2524,84,84,84,84,84,146,84,84,84,84,78,84,85,94,84,130,84,84,84,84
2525,117,3,117,3,117,3,117,117,3,117,117,117,117,117,117,3,117,117,117,117
2526,138,138,138,136,138,128,138,128,138,138,138,138,138,128,138,128,138,128,138,138
2527,126,20,61,20,152,20,59,20,61,61,59,66,152,150,129,20,61,20,152,20
2528,92,92,82,82,82,82,82,82,82,82,96,79,82,96,82,96,82,96,96,82
2529,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2530,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27
2531,16,64,5,140,17,5,5,5,5,31,31,38,5,17,5,17,31,5,16,16
2532,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
2533,45,45,125,45,125,45,45,125,45,1,1,35,1,34,45,45,1,45,1,1
2534,60,61,60,61,60,66,60,141,60,60,22,66,60,61,61,60,60,22,60,60
2535,128,10,127,124,10,10,124,45,47,124,128,153,124,25,128,47,124,47,29,128
2536,134,128,134,134,134,97,134,134,134,134,134,97,134,89,134,82,134,94,134,134
2537,31,31,31,31,31,40,31,31,39,31,31,15,31,31,31,31,31,31,31,31
2538,65,24,0,37,70,117,139,2,150,150,150,150,67,142,150,37,11,37,119,149
2539,129,129,129,129,129,129,129,129,129,129,129,105,129,19,129,19,129,113,129,129
2540,133,80,133,133,133,133,133,133,133,133,133,133,133,148,133,75,133,133,148,79
2541,74,81,95,131,79,74,95,81,81,93,130,97,93,83,88,83,95,81,81,81
2542,65,65,65,65,65,65,65,65,65,65,65,63,65,65,65,65,65,63,65,65
2543,54,7,150,150,57,34,150,127,128,150,150,8,101,6,150,128,145,23,154,100
2544,92,92,134,29,92,92,134,92,92,134,134,92,94,94,92,92,92,92,92,134
2545,102,102,102,102,102,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2546,55,110,55,110,55,110,55,110,55,55,55,110,55,110,55,110,55,110,55,55
2547,30,24,30,3,64,3,64,3,25,3,30,3,3,3,30,3,3,64,30,64
2548,64,5,125,5,64,5,64,5,36,64,64,5,64,5,64,5,64,5,64,64
2549,15,15,15,15,15,15,15,15,15,15,15,34,15,15,15,15,15,15,15,15
2550,133,133,133,123,123,123,128,131,133,133,88,47,47,133,133,88,133,105,82,82
2551,9,10,9,25,10,52,9,51,10,10,9,14,9,63,10,63,10,9,9,9
2552,133,133,88,123,123,133,133,88,133,133,88,47,47,133,133,88,133,80,82,82
2553,75,94,97,79,75,134,74,148,82,97,75,98,97,133,75,135,130,94,89,95
2554,141,127,3,141,141,124,128,141,124,128,141,141,141,141,141,46,128,141,9,141
2555,133,133,133,123,133,7,128,131,133,133,88,47,47,133,133,88,133,78,82,82
2556,19,19,2,117,31,19,19,19,117,31,19,37,31,115,31,2,2,2,117,19
2557,35,129,34,126,1,9,35,11,0,35,45,142,15,142,144,139,145,142,145,35
2558,154,4,139,121,33,54,153,4,145,154,0,12,154,60,54,4,154,29,54,100
2559,120,99,6,59,143,142,106,29,112,50,104,29,6,29,143,69,99,121,105,143
2560,14,145,14,145,14,145,14,145,14,14,14,145,14,14,14,14,14,14,14,14
2561,18,45,18,25,18,9,18,9,25,18,18,10,18,1,18,44,18,25,18,18
2562,94,94,79,134,134,92,134,148,134,89,134,97,94,97,97,97,95,89,89,97
2563,16,14,16,16,16,14,16,16,16,16,16,35,16,16,16,14,16,139,16,16
2564,33,18,33,15,33,27,33,18,57,33,33,18,33,18,33,18,33,111,33,33
2565,88,48,142,133,142,142,88,142,88,88,88,48,88,133,47,57,47,133,88,88
2566,107,107,107,107,107,107,107,107,99,107,107,104,107,106,107,107,107,107,107,107
2567,151,11,119,107,149,71,116,121,149,119,11,116,99,11,149,69,11,69,145,136
2568,146,130,146,130,130,146,146,130,146,146,130,146,146,77,146,146,146,77,146,146
2569,88,133,133,123,133,122,142,47,47,133,88,47,142,133,133,142,133,88,42,88
2570,84,146,89,146,79,93,89,84,97,84,95,146,146,97,89,130,95,84,130,130
2571,8,13,127,36,8,28,127,100,8,127,8,46,127,100,8,6,127,8,8,127
2572,53,151,123,53,53,53,123,151,53,53,151,110,53,122,53,151,53,53,53,53
2573,45,116,45,99,69,99,45,99,150,45,115,116,109,99,45,99,45,116,14,35
2574,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2575,0,37,117,124,118,124,117,124,124,117,67,124,117,112,117,98,117,124,37,117
2576,133,133,133,123,133,97,123,123,123,133,88,123,123,47,133,88,133,88,82,134
2577,115,68,115,30,115,30,115,30,30,115,115,30,115,127,116,30,115,127,115,116
2578,8,100,57,36,57,23,8,23,32,57,57,72,57,100,57,72,57,109,57,57
2579,46,124,46,122,128,124,128,124,128,142,46,128,46,128,46,128,128,128,46,46
2580,56,56,56,56,56,56,56,56,21,56,56,25,56,56,56,56,56,56,56,56
2581,75,84,75,75,75,78,75,75,75,75,75,78,75,75,75,75,75,75,75,75
2582,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
2583,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2584,89,89,89,89,89,133,89,89,89,89,89,133,89,89,89,89,89,89,89,133
2585,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2586,9,27,127,36,124,98,127,124,124,36,36,36,36,112,127,98,127,124,49,110
2587,95,96,85,79,76,97,84,96,135,85,85,148,97,148,95,93,85,148,95,95
2588,67,45,67,30,37,21,67,30,44,67,67,111,67,21,37,21,37,55,67,67
2589,57,38,57,118,57,17,57,72,140,57,57,118,57,72,57,72,57,72,129,57
2590,133,78,88,92,132,94,133,131,133,133,133,133,133,133,133,75,133,133,133,88
2591,38,36,38,36,38,64,38,36,38,38,38,62,38,36,38,64,38,36,38,38
2592,127,141,127,46,122,46,127,123,123,127,127,46,127,141,127,46,127,46,127,127
2593,141,142,141,9,128,126,128,151,124,127,128,10,123,126,128,128,141,141,127,127
2594,47,47,47,111,47,63,47,33,9,47,102,144,47,111,47,63,47,33,10,45
2595,125,34,125,24,125,56,125,45,24,47,47,150,125,34,125,56,125,45,34,125
2596,101,114,106,143,106,106,106,114,106,106,106,114,106,101,113,106,106,114,101,106
2597,73,149,143,59,73,17,104,115,73,73,73,17,73,107,149,149,73,59,107,55
2598,126,52,126,137,126,126,126,137,126,126,126,137,126,138,126,12,126,147,12,12
2599,130,81,130,130,77,130,130,81,130,76,95,97,76,81,130,130,130,130,130,84
2600,63,13,44,15,27,21,63,18,14,27,14,15,27,14,14,13,27,13,44,44
2601,3,3,3,3,3,3,3,3,3,3,3,3,3,21,121,3,3,3,121,3
2602,91,90,91,90,91,132,91,90,90,91,91,79,91,90,91,90,91,86,91,91
2603,132,132,132,132,132,77,132,132,132,132,132,77,132,132,132,93,132,132,132,132
2604,88,133,88,123,142,142,142,123,47,47,88,47,47,133,133,47,47,133,42,82
2605,52,50,49,50,52,54,52,50,52,52,49,49,49,49,4,49,49,50,51,49
2606,92,92,92,92,92,92,92,134,92,92,92,92,92,92,92,122,92,92,92,92
2607,116,41,116,38,116,66,116,115,116,116,116,21,116,41,116,20,115,38,116,116
2608,1,1,1,1,1,5,1,16,1,1,1,35,1,1,1,16,1,1,1,1
2609,82,82,76,76,76,76,74,76,82,82,76,76,76,82,76,82,76,76,76,76
2610,23,23,64,23,23,17,64,23,23,23,23,109,23,59,23,23,23,23,59,64
2611,29,128,29,139,4,128,7,6,29,4,29,139,29,7,4,4,29,7,49,49
2612,83,134,83,135,134,133,83,134,134,83,83,92,134,134,134,134,83,133,83,83
2613,78,87,78,87,78,87,78,87,78,78,78,87,78,78,78,78,78,87,78,78
2614,10,28,45,10,10,9,45,27,28,45,45,47,45,34,10,10,45,10,34,34
2615,48,25,48,48,48,10,48,10,48,48,48,9,48,33,48,25,53,48,48,48
2616,50,50,50,50,29,4,50,51,50,50,50,29,50,52,29,4,50,50,50,50
2617,144,28,144,48,144,8,144,28,144,144,144,102,144,63,144,63,144,8,144,144
2618,88,133,88,123,133,7,133,88,133,133,88,47,47,133,133,88,133,78,82,82
2619,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
2620,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2621,35,2,24,18,34,116,144,2,37,55,4,55,55,37,0,37,55,104,24,35
2622,123,53,123,123,122,123,123,122,122,123,114,127,123,123,123,124,123,122,151,123
2623,89,134,89,89,89,94,89,89,133,94,89,89,94,89,94,89,94,75,94,94
2624,127,127,127,127,46,124,48,135,127,127,127,127,127,112,127,53,53,122,36,127
2625,88,133,133,132,133,94,88,88,133,88,88,82,133,133,88,75,133,88,97,88
2626,129,2,129,129,129,15,129,11,129,129,129,129,129,129,129,114,129,73,129,129
2627,40,45,40,24,40,47,38,47,24,40,37,47,40,45,40,18,40,24,37,41
2628,55,104,55,69,55,42,2,110,42,55,55,111,2,42,55,111,55,11,2,2
2629,109,89,50,96,50,48,29,53,50,50,20,46,50,127,29,124,7,53,37,117
2630,37,15,37,15,37,15,37,15,37,37,37,31,37,15,37,31,37,15,37,15
2631,17,17,17,17,17,17,17,17,17,17,41,64,17,17,17,5,17,17,41,17
2632,30,30,30,59,30,30,30,8,23,30,109,58,30,126,30,23,59,32,36,32
2633,128,122,128,123,122,128,128,128,122,128,128,128,128,122,123,128,128,128,128,128
2634,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
2635,16,145,5,16,65,65,5,63,65,63,63,63,17,16,65,35,65,15,5,145
2636,122,137,151,137,53,122,151,53,122,151,137,137,151,123,53,137,151,122,137,151
2637,9,138,9,60,128,149,128,126,128,100,128,128,32,126,128,128,141,136,39,128
2638,43,26,43,70,40,37,43,117,2,31,31,19,40,118,118,31,43,31,43,118
2639,61,9,61,33,61,22,61,10,60,61,61,20,61,25,61,25,61,32,61,61
2640,133,133,133,123,133,133,122,131,133,133,88,47,47,133,133,88,133,78,14,82
2641,12,35,12,35,35,42,12,12,12,12,12,46,12,12,12,12,35,12,12,12
2642,129,129,129,26,129,126,129,129,129,129,129,10,129,26,129,18,129,129,129,129
2643,97,134,97,134,134,134,134,134,134,134,97,134,134,97,134,134,134,134,134,134
2644,129,26,129,129,129,10,129,73,129,129,140,137,129,137,129,129,129,129,129,129
2645,133,133,133,123,132,7,122,123,133,133,133,47,47,133,133,142,133,88,14,76
2646,75,75,75,75,75,75,75,85,75,75,85,84,75,88,75,85,75,75,75,75
2647,1,43,1,43,1,36,1,43,1,1,1,43,1,43,1,43,1,43,1,1
2648,88,133,142,123,142,142,142,93,47,133,88,47,47,47,133,142,133,88,82,122
2649,45,45,45,45,45,45,45,45,24,45,45,24,45,45,45,25,45,45,45,45
2650,25,10,48,48,25,10,48,48,48,48,48,10,48,10,25,9,48,9,48,48
2651,115,11,112,136,149,105,115,112,116,112,116,99,117,149,117,5,146,43,113,100
2652,130,130,130,130,130,130,130,130,130,130,130,79,130,130,130,130,130,130,130,130
2653,127,9,127,6,127,54,127,53,25,127,127,25,127,141,127,145,127,141,60,127
2654,6,46,6,121,6,63,7,13,6,6,7,14,6,23,6,46,6,46,6,6
2655,127,128,128,142,128,122,128,128,128,127,127,8,127,128,128,128,127,128,124,68
2656,9,68,9,45,9,68,9,53,68,9,72,68,9,68,9,68,9,68,9,9
2657,65,121,62,54,65,50,62,65,71,65,65,3,67,136,65,65,65,69,65,65
2658,146,146,78,133,146,82,78,132,132,146,87,97,146,77,146,130,78,146,89,146
2659,127,122,46,46,46,124,123,122,46,141,46,124,123,124,46,46,123,46,127,46
2660,25,25,25,25,25,25,25,25,25,25,25,25,25,48,25,25,25,48,25,25
2661,78,78,78,78,78,78,78,78,77,78,78,78,78,78,78,78,78,78,78,78
2662,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
2663,90,79,90,90,90,74,90,76,90,90,90,90,90,80,90,76,90,86,90,90
2664,50,51,50,51,51,50,50,49,50,50,50,29,50,49,51,49,50,49,49,50
2665,48,22,23,48,143,142,143,123,47,142,48,57,142,104,48,142,47,48,105,88
2666,73,55,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
2667,2,2,2,37,2,37,37,2,2,2,2,37,2,37,2,37,2,37,2,2
2668,16,16,16,16,16,16,16,16,16,16,16,145,16,16,16,16,16,16,16,16
2669,47,28,8,25,36,8,47,36,125,47,47,18,47,44,150,10,62,8,10,28
2670,85,84,85,85,85,85,85,85,85,85,85,84,85,85,84,85,84,84,84,85
2671,114,101,114,101,114,101,114,101,101,114,114,101,114,101,114,101,114,101,114,114
2672,97,92,134,134,94,94,134,134,94,134,94,94,134,134,134,134,134,97,134,134
2673,30,21,29,29,30,29,23,32,3,29,30,29,29,21,30,29,29,29,29,29
2674,68,68,68,68,68,25,68,25,64,68,68,25,68,25,68,25,68,32,68,68
2675,142,48,142,48,142,48,47,121,47,142,88,47,142,133,133,133,47,133,122,47
2676,67,24,67,68,67,67,67,150,65,67,62,67,67,150,67,64,67,24,67,67
2677,133,133,133,123,133,142,133,133,133,133,133,47,133,133,133,88,133,96,82,134
2678,29,141,50,121,67,50,50,50,50,50,70,142,3,50,29,69,50,54,50,69
2679,124,6,124,6,124,6,124,124,124,124,124,6,124,124,124,6,124,127,124,124
2680,115,24,115,24,115,24,115,24,5,115,115,24,115,118,115,24,115,118,115,115
2681,36,11,6,107,4,69,6,112,12,69,20,117,69,13,31,42,11,119,66,136
2682,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10
2683,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2684,59,67,108,34,30,102,20,118,30,30,103,102,20,112,20,112,30,103,103,69
2685,129,39,73,126,139,126,73,137,137,73,143,142,129,110,143,126,73,137,117,129
2686,21,3,21,3,21,3,21,3,21,21,21,18,21,3,21,3,21,21,3,21
2687,82,133,148,148,79,97,79,89,79,82,80,79,133,148,79,79,148,148,84,94
2688,81,92,134,94,134,134,134,94,134,135,80,97,134,97,134,94,85,97,133,148
2689,132,132,132,132,132,132,132,130,132,132,132,132,132,132,132,132,132,130,78,132
2690,39,39,69,39,70,39,39,31,72,39,39,39,39,39,70,31,70,39,70,70
2691,142,150,47,142,142,142,137,93,47,47,142,88,142,47,142,142,142,142,105,142
2692,7,127,54,111,122,116,151,133,111,7,142,55,137,111,122,110,151,142,24,47
2693,105,105,105,113,105,113,105,103,105,105,105,114,105,26,105,105,105,113,105,105
2694,70,2,70,0,70,70,37,0,70,70,70,65,70,0,70,0,70,0,70,70
2695,124,124,124,123,124,53,124,123,124,124,124,53,124,123,124,123,124,123,124,124
2696,48,133,47,133,104,52,143,47,47,142,88,142,142,88,47,142,47,142,133,6
2697,122,127,124,123,123,124,123,123,123,123,123,127,123,124,123,127,123,124,124,124
2698,93,93,93,93,93,130,93,130,93,93,93,97,93,93,93,79,93,93,93,131
2699,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2700,66,66,66,63,66,126,66,29,128,71,66,126,71,23,66,30,66,20,124,23
2701,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2702,31,31,31,31,40,31,31,64,31,31,40,118,31,118,31,31,31,113,31,31
2703,138,136,138,138,138,23,138,138,138,138,138,138,138,138,138,103,138,136,138,138
2704,35,35,35,35,14,13,35,14,35,32,35,14,35,13,35,35,100,35,35,14
2705,133,89,79,88,133,94,133,82,133,97,88,133,148,133,133,75,133,133,82,79
2706,49,50,52,51,49,49,52,49,52,49,49,6,49,52,49,52,52,49,49,49
2707,12,12,12,12,12,12,12,12,12,12,12,58,12,12,12,12,12,12,12,12
2708,79,79,79,79,79,79,79,79,79,79,90,79,79,79,79,79,79,79,79,79
2709,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
2710,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
2711,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
2712,46,46,6,110,6,4,122,122,53,54,142,122,122,53,123,122,6,13,6,6
2713,128,32,56,29,57,56,72,141,100,72,28,32,128,32,32,32,57,32,32,32
2714,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,23,128,128,128,128
2715,24,70,24,38,24,36,24,68,38,24,24,36,24,38,24,68,24,38,24,40
2716,48,28,48,28,48,48,48,28,48,48,28,47,48,28,48,48,48,57,48,48
2717,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60
2718,69,42,71,150,71,1,12,142,69,71,68,142,71,150,69,150,3,150,69,71
2719,5,3,5,21,5,3,5,21,5,5,5,3,5,21,5,3,5,21,5,5
2720,39,109,39,11,46,142,46,146,53,36,46,117,36,112,6,56,46,120,109,143
2721,45,69,68,115,57,69,27,69,56,45,68,69,45,69,45,57,68,69,70,150
2722,53,142,124,67,128,124,128,124,53,52,126,127,128,122,123,112,122,122,124,124
2723,101,129,101,101,126,139,101,140,101,101,101,126,101,101,101,126,101,143,11,101
2724,29,71,142,9,71,124,29,27,29,29,29,53,53,107,29,124,29,122,54,46
2725,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2726,71,50,71,50,71,71,71,51,71,71,71,71,71,29,71,51,71,29,71,71
2727,8,48,48,48,8,48,48,32,8,48,8,48,8,48,8,48,8,48,8,28
2728,51,71,52,65,51,65,51,144,52,52,51,13,52,71,52,65,52,65,52,51
2729,118,19,118,2,118,2,118,2,19,118,118,2,118,2,118,19,118,2,118,118
2730,128,71,128,101,128,137,128,128,128,128,128,71,128,128,136,128,128,140,128,128
2731,63,63,63,63,63,63,63,151,63,63,63,20,63,63,63,63,63,63,63,63
2732,35,8,14,17,14,16,32,145,63,14,8,8,14,145,14,63,45,23,33,18
2733,5,3,5,5,5,5,5,5,5,5,5,32,5,17,5,5,5,5,5,5
2734,102,102,102,102,102,102,102,102,47,102,102,47,102,47,102,47,102,102,102,102
2735,57,10,57,28,57,25,57,28,28,57,57,9,57,28,57,25,57,28,57,57
2736,142,143,47,139,142,143,147,131,47,88,47,142,88,142,48,20,47,150,126,129
2737,145,136,145,72,145,136,35,46,145,145,145,68,145,72,145,30,145,17,145,145
2738,72,53,72,72,129,12,72,12,129,72,72,72,72,72,129,69,72,69,72,72
2739,133,132,133,93,133,148,79,132,133,97,133,133,79,135,133,82,133,82,133,79
2740,131,88,79,83,87,82,79,130,131,93,131,79,131,133,86,82,88,80,91,135
2741,43,51,5,142,5,128,5,53,121,49,5,5,5,51,121,20,5,49,119,19
2742,128,33,47,34,128,144,128,47,47,10,128,47,47,47,128,47,128,150,142,19
2743,36,36,36,62,36,62,36,67,36,36,36,62,36,3,36,36,36,30,36,36
2744,46,46,46,141,46,46,46,100,46,46,46,127,46,46,46,46,46,127,46,46
2745,9,25,9,10,9,25,9,44,9,9,9,127,9,9,9,25,9,127,9,9
2746,133,133,133,123,133,122,123,88,133,133,88,47,47,133,133,88,133,78,14,82
2747,10,1,25,28,10,45,25,57,25,25,25,8,10,25,10,45,25,57,25,10
2748,44,72,44,69,44,27,44,33,48,42,44,72,44,105,42,27,44,44,44,53
2749,48,28,48,28,48,10,48,28,28,48,48,28,48,8,48,28,48,28,48,48
2750,47,48,47,142,112,47,143,123,47,142,48,142,142,48,47,142,47,48,123,47
2751,140,149,140,149,72,149,72,149,17,149,115,21,140,141,17,149,17,116,113,72
2752,6,127,6,141,6,121,6,51,6,6,141,52,6,6,6,52,6,6,6,6
2753,141,141,46,46,141,21,46,22,22,46,46,109,46,46,141,21,100,56,100,46
2754,63,122,7,46,46,18,124,46,124,46,63,46,71,122,71,18,46,46,63,63
2755,41,24,151,117,34,116,143,49,47,137,142,47,73,110,47,5,116,47,126,88
2756,128,137,142,137,137,137,137,137,122,142,142,137,142,137,137,122,142,128,137,71
2757,109,121,109,96,50,30,36,146,50,36,46,4,50,62,50,37,127,142,117,5
2758,113,106,113,113,113,106,113,101,113,113,113,101,113,101,113,106,101,113,101,112
2759,1,1,1,1,1,109,14,42,145,1,14,109,1,109,1,1,1,1,1,1
2760,133,134,133,133,133,130,133,148,87,131,133,78,131,133,133,75,133,134,97,86
2761,57,139,33,126,149,128,143,29,16,29,29,57,143,11,29,5,111,29,29,143
2762,62,68,62,68,62,23,62,150,68,62,62,150,45,150,62,68,62,24,62,62
2763,38,125,38,45,38,45,38,125,40,38,38,24,38,45,38,45,38,125,38,38
2764,13,34,13,144,13,144,13,34,13,13,13,102,13,34,13,34,13,47,13,13
2765,131,131,131,131,131,131,131,131,131,131,131,131,131,93,131,131,131,131,131,131
2766,45,24,45,45,45,45,45,45,45,45,45,31,45,24,45,31,45,24,45,45
